"","Last","First","Office","County","Year","Month","Day","CleanedFirst","Gender","RefineGender"
"6970","Skinner","Nathan D.","RENNER","Collin",1902,"10","17","Nathan","male","male"
"6971","Dooley","John W.","RENNER","Collin",1903,"11","20","John","male","male"
"6972","O'Hanlon","John E.","RHEA MILLS","Collin",1892,"3","10","John","male","male"
"6973","Gregory","Robt. A.","RHEA MILLS","Collin",1894,"3","10","Robt","male","male"
"6974","Childress","Bradley","RHEA MILLS","Collin",1898,"4","13","Bradley","male","male"
"6975","Gregory","Robt. A.","RHEA MILLS","Collin",1900,"1","4","Robt","male","male"
"6976","Fletcher","John C.","RHEA MILLS","Collin",1906,"2","27","John","male","male"
"6977","Rhea","Jas. C.","RHEA'S MILL","Collin",1876,"1","27","Jas",NA,"male"
"6978","Merrifield","Andrew J.","RHEA'S MILL","Collin",1883,"10","10","Andrew","male","male"
"6979","Grave","Mrs. May","RHEA'S MILL","Collin",1885,"4","29","May","female","female"
"6980","Slaughter","Thos. C.","RHEA'S MILL","Collin",1886,"5","14","Thos",NA,"male"
"6981","Tunstall","Martha G.","RHYMER","Collin",1895,"6","17","Martha","female","female"
"6982","Gillespie","David H.","RHYMER","Collin",1895,"11","18","David","male","male"
"6983","Alexander","Geo. R.","RHYMER","Collin",1896,"3","6","Geo","male","male"
"6984","Arrington","Wm. N.","RHYMER","Collin",1901,"9","12","Wm",NA,"male"
"6985","Moore","John L.","ROCK HILL","Collin",1854,"12","15","John","male","male"
"6986","White","Colemon","ROCK HILL","Collin",1856,"5","27","Colemon",NA,"male"
"6987","Rogers","Jos. B.","ROCK HILL","Collin",1857,"7","9","Jos","male","male"
"6988","Rogers","Jos. B.","ROCK HILL","Collin",1861,"10","24","Jos","male","male"
"6989","Thompson","Jas. J.","ROCK HILL","Collin",1873,"7","23","Jas",NA,"male"
"6990","Rogers","Jon. A.","ROCK HILL","Collin",1882,"1","19","Jon","male","male"
"6991","Burke","John F.","ROCK HILL","Collin",1883,"1","4","John","male","male"
"6992","Tarpley","Sterling L.","ROCK HILL","Collin",1883,"5","7","Sterling","male","male"
"6993","Rogers","Jon. A.","ROCK HILL","Collin",1885,"8","17","Jon","male","male"
"6994","Hacker","Ephraim B.","ROCK HILL","Collin",1887,"5","23","Ephraim","male","male"
"6995","Naugle","Wm. C.","ROCK HILL","Collin",1898,"8","26","Wm",NA,"male"
"6996","Sone","Thos. M.","ROCK HILL","Collin",1902,"12","9","Thos",NA,"male"
"6997","Webb","Thos. S.","ROLAND","Collin",1887,"12","14","Thos",NA,"male"
"6998","Maynard","Wm. T.","ROLAND","Collin",1889,"9","4","Wm",NA,"male"
"6999","Cox","John W.","ROLAND","Collin",1891,"1","28","John","male","male"
"7000","Herron","Wm. H.","ROSELAND","Collin",1852,"9","23","Wm",NA,"male"
"7001","Maples","Marion A.","ROSELAND","Collin",1892,"11","12","Marion","male","male"
"7002","Finley","Felix S.","ROSELAND","Collin",1895,"1","8","Felix","male","male"
"7003","Bush","Oliver E.","ROWLETT'S CREEK","Collin",1858,"8","4","Oliver","male","male"
"7004","Marriott","W. E.","SAINT PAUL","Collin",1876,"5","12","W","male","male"
"7005","Miller","G. W.","SAINT PAUL","Collin",1876,"7","12","G","male","male"
"7006","Walden","John A.","SAINT PAUL","Collin",1879,"4","1","John","male","male"
"7007","Lang","Monroe","SAINT PAUL","Collin",1887,"1","25","Monroe","male","male"
"7008","Walden","John A.","SAINT PAUL","Collin",1889,"2","12","John","male","male"
"7009","Hughes","Edgar M.","SAINT PAUL","Collin",1893,"6","26","Edgar","male","male"
"7010","Martin","David S.","SEDALIA","Collin",1889,"1","15","David","male","male"
"7011","McDougal","Wm. A.","SEDALIA","Collin",1893,"6","7","Wm",NA,"male"
"7012","McDougal","J. W.","SEDALIA","Collin",1895,"6","12","J","male","male"
"7013","Edwards","Jas. W.","SEDALIA","Collin",1895,"11","30","Jas",NA,"male"
"7014","Martin","Lewis C.","SELLERS","Collin",1890,"9","27","Lewis","male","male"
"7015","Huffman","John L.","SHEPTON","Collin",1894,"12","27","John","male","male"
"7016","Potts","Ed. D.","SHEPTON","Collin",1897,"7","23","Ed","male","male"
"7017","Shepard","Jos. W.","SHEPTON","Collin",1900,"9","12","Jos","male","male"
"7018","Frost","C. C.","SISTER GROVE","Collin",1875,"12","27","C","male","male"
"7019","Vance","Jas. G.","SPRING CREEK","Collin",1850,"6","10","Jas",NA,"male"
"7020","Smart","Wm. A.","STIFF","Collin",1886,"5","14","Wm",NA,"male"
"7021","Wallace","Jas. B.","TIB","Collin",1899,"4","22","Jas",NA,"male"
"7022","Wallace","Elbert E.","TIB","Collin",1901,"2","1","Elbert","male","male"
"7023","Maddox","Wm. W.","TIB","Collin",1901,"12","7","Wm",NA,"male"
"7024","Boren","Jesse W.","TIB","Collin",1902,"11","10","Jesse","male","male"
"7025","Walkup","Sylvester","TIB","Collin",1903,"12","31","Sylvester","male","male"
"7026","Payne","Jas. C.","TICKEY","Collin",1888,"5","19","Jas",NA,"male"
"7027","Smith","Tandy W.","VALDASTA","Collin",1886,"6","2","Tandy","male","male"
"7028","Airheart","Wm. G.","VALDASTA","Collin",1888,"9","5","Wm",NA,"male"
"7029","Fagala","Lewis H.","VALDASTA","Collin",1897,"8","27","Lewis","male","male"
"7030","Bridgefarmer","Alvin H.","VALDASTA","Collin",1905,"1","5","Alvin","male","male"
"7031","Combest","Lewis","VALDASTA","Collin",1907,"1","25","Lewis","male","male"
"7032","Combest","Lewis","VALDASTA","Collin",1914,"3","16","Lewis","male","male"
"7033","Stroup","Malcolm N.","VERONA","Collin",1876,"9","27","Malcolm","male","male"
"7034","Woodall","J.","VERONA","Collin",1883,"1","4","J","male","male"
"7035","Womble","Amos R.","VERONA","Collin",1883,"2","6","Amos","male","male"
"7036","Womble","John C.","VERONA","Collin",1884,"4","8","John","male","male"
"7037","Aven","A. J.","VERONA","Collin",1886,"9","22","A","male","male"
"7038","Caloway","John R.","VERONA","Collin",1887,"1","31","John","male","male"
"7039","Rutledge","Wm. C.","VERONA","Collin",1890,"3","19","Wm",NA,"male"
"7040","Jones","Wm. W.","VERONA","Collin",1890,"9","3","Wm",NA,"male"
"7041","Woodall","Elisha L.","VERONA","Collin",1892,"5","3","Elisha","male","male"
"7042","Shelton","Claborn P.","VERONA","Collin",1894,"11","12","Claborn","male","male"
"7043","Calloway","Wm. J.","VERONA","Collin",1899,"12","2","Wm",NA,"male"
"7044","Bass","Mrs. Laura G.","VINELAND","Collin",1888,"6","30","Laura","female","female"
"7045","Smith","Jas. A.","VINELAND","Collin",1888,"9","5","Jas",NA,"male"
"7046","Payne","Jas. C.","VINEY","Collin",1890,"3","8","Jas",NA,"male"
"7047","Hullinger","Geo.","WESTMINSTER","Collin",1899,"6","15","Geo","male","male"
"7048","Denton","Amos E.","WESTMINSTER","Collin",1904,"8","31","Amos","male","male"
"7049","Atterbury","John W.","WESTMINSTER","Collin",1905,"2","21","John","male","male"
"7050","Denton","Amos E.","WESTMINSTER","Collin",1905,"4","19","Amos","male","male"
"7051","King","Lillian L.","WESTMINSTER","Collin",1906,"6","29","Lillian","female","female"
"7052","Johnsey","Ella C.","WESTMINSTER","Collin",1915,"9","22","Ella","female","female"
"7053","Eastin","Ibbie","WESTMINSTER","Collin",1919,"2","24","Ibbie","female","female"
"7054","Adamson","Larkin","WESTON","Collin",1854,"1","16","Larkin","male","male"
"7055","Dawson","D. D.","WESTON","Collin",1859,"7","13","D","male","male"
"7056","Wilson","Simon H.","WESTON","Collin",1859,"8","27","Simon","male","male"
"7057","Wilson","S. H.","WESTON","Collin",1862,"3","13","S","male","male"
"7058","Berry","G. D.","WESTON","Collin",1862,"5","23","G","male","male"
"7059","Pierce","Benjamin","WESTON","Collin",1864,"10","12","Benjamin","male","male"
"7060","Wilson","Leonidas","WESTON","Collin",1866,"8","1","Leonidas","male","male"
"7061","Patterson","Alvin L.","WESTON","Collin",1867,"9","24","Alvin","male","male"
"7062","Douglas","Frank M.","WESTON","Collin",1873,"3","17","Frank","male","male"
"7063","Apollos","J. S. B.","WESTON","Collin",1881,"5","12","J","male","male"
"7064","Saxon","John T.","WESTON","Collin",1885,"8","17","John","male","male"
"7065","Douglas","Francis M.","WESTON","Collin",1886,"9","9","Francis","male","male"
"7066","Simmons","Horace W.","WESTON","Collin",1894,"4","2","Horace","male","male"
"7067","Curtis","Geo. W.","WESTON","Collin",1898,"1","6","Geo","male","male"
"7068","Fults","Andy B.","WESTON","Collin",1904,"6","8","Andy","male","male"
"7069","Button","Wm. T.","WESTON","Collin",1911,"6","22","Wm",NA,"male"
"7070","Taylor","Stella M.","WESTON","Collin",1914,"10","5","Stella","female","female"
"7071","Comer","Burford A.","WESTON","Collin",1922,"2","10","Burford","male","male"
"7072","Mitchell","Iva","WESTON","Collin",1923,"8","1","Iva","female","female"
"7073","Butler","John F.","WYLIE","Collin",1886,"6","10","John","male","male"
"7074","Church","Josiah W.","WYLIE","Collin",1897,"7","22","Josiah","male","male"
"7075","Billingsley","J. S.","WYLIE","Collin",1914,"2","2","J","male","male"
"7076","McDonald Jr.","Wm. T.","WYLIE","Collin",1918,"8","1","Wm",NA,"male"
"7077","Skelton","Hugh F.","WYLIE","Collin",1924,"4","8","Hugh","male","male"
"7078","Nesper","Henry J.","ABERDEEN","Collingsworth",1889,"12","28","Henry","male","male"
"7079","McCollister","Elmer E.","ABERDEEN","Collingsworth",1891,"8","17","Elmer","male","male"
"7080","Small","Ed. H.","ABERDEEN","Collingsworth",1893,"11","24","Ed","male","male"
"7081","Sherwood","Wm. J.","ABERDEEN","Collingsworth",1903,"7","13","Wm",NA,"male"
"7082","Templeton","John H.","ABERDEEN","Collingsworth",1904,"2","29","John","male","male"
"7083","Wall","John C.","ABERDEEN","Collingsworth",1905,"3","10","John","male","male"
"7084","Tabb","John H.","ABERDEEN","Collingsworth",1906,"1","17","John","male","male"
"7085","Coleman","Julia E.","ABERDEEN","Collingsworth",1906,"4","12","Julia","female","female"
"7086","Batchelor","Joe G.","ABERDEEN","Collingsworth",1906,"4","24","Joe","male","male"
"7087","Armstrong","Walter H.","ABERDEEN","Collingsworth",1907,"4","15","Walter","male","male"
"7088","Kiser","Jas. A.","ABERDEEN","Collingsworth",1907,"12","20","Jas",NA,"male"
"7089","Bagwell","Oscar A.","ABERDEEN","Collingsworth",1908,"8","28","Oscar","male","male"
"7090","Brown","Henry C.","ABERDEEN","Collingsworth",1909,"6","19","Henry","male","male"
"7091","Pugh","Wm. H.","ABERDEEN","Collingsworth",1911,"12","15","Wm",NA,"male"
"7092","Polk","Lee","ABERDEEN","Collingsworth",1916,"1","12","Lee","male","male"
"7093","Simpson","Claude W.","ABERDEEN","Collingsworth",1920,"10","23","Claude","male","male"
"7094","Abbott","John","ABERDEEN","Collingsworth",1921,"11","3","John","male","male"
"7095","Duckworth","Jackson T.","ABERDEEN","Collingsworth",1922,"1","25","Jackson","male","male"
"7096","Miller","Elbert W.","ABERDEEN","Collingsworth",1923,"11","8","Elbert","male","male"
"7097","Shaffer","Adelaide","ABRA","Collingsworth",1908,"7","6","Adelaide","female","female"
"7098","Davis","Mildred","ABRA","Collingsworth",1909,"3","2","Mildred","female","female"
"7099","Groves","Claude M.","ABRA","Collingsworth",1910,"4","9","Claude","male","male"
"7100","Griswold","Fannie","ABRA","Collingsworth",1913,"12","29","Fannie","female","female"
"7101","Martin","Sallie B.","ABRA","Collingsworth",1915,"12","6","Sallie","female","female"
"7102","Moss","Callie J.","ABRA","Collingsworth",1916,"9","2","Callie","female","female"
"7103","McDowell","Jos. H.","CLIFFORD","Collingsworth",1890,"6","25","Jos","male","male"
"7104","Russell","Oscar F.","CLIFFORD","Collingsworth",1892,"1","27","Oscar","male","male"
"7105","Williamson","John","CLIFFORD","Collingsworth",1897,"10","21","John","male","male"
"7106","Hunt","Steve","CLIFFORD","Collingsworth",1901,"5","7","Steve","male","male"
"7107","Kirbie","Wm.","CLIFFORD","Collingsworth",1901,"12","16","Wm",NA,"male"
"7108","McIntosh","John W.","CLIFFORD","Collingsworth",1904,"9","27","John","male","male"
"7109","Goodnight","Isaac T.","CLIFFORD","Collingsworth",1907,"12","14","Isaac","male","male"
"7110","Holstein","Henry F.","COLLINGSWORTH","Collingsworth",1887,"5","23","Henry","male","male"
"7111","Lloyd","Levi F.","COLLINGSWORTH","Collingsworth",1909,"4","22","Levi","male","male"
"7112","Smith","Warren","COLLINGSWORTH","Collingsworth",1910,"3","8","Warren","male","male"
"7113","Fisher","Bettie","DOCK","Collingsworth",1903,"1","5","Bettie","female","female"
"7114","McDowell","Thos. W.","DODSONVILLE","Collingsworth",1910,"12","3","Thos",NA,"male"
"7115","Crews","Bertha E.","DODSONVILLE","Collingsworth",1915,"3","5","Bertha","female","female"
"7116","McAdoo","Walter H.","DODSONVILLE","Collingsworth",1918,"7","18","Walter","male","male"
"7117","Rollings","Luther A.","DODSONVILLE","Collingsworth",1919,"12","24","Luther","male","male"
"7118","Rollings","Mary V.","DODSONVILLE","Collingsworth",1926,"4","20","Mary","female","female"
"7119","Caperton","Mary H.","DOZIER","Collingsworth",1894,"1","25","Mary","female","female"
"7120","Voyles","Vessie","DOZIER","Collingsworth",1907,"7","11","Vessie","female","female"
"7121","Helvey","Chas. H.","DOZIER","Collingsworth",1908,"11","13","Chas",NA,"male"
"7122","Horn","Corwin T.","DOZIER","Collingsworth",1912,"2","29","Corwin","male","male"
"7123","Neece","Robt. C.","DOZIER","Collingsworth",1917,"8","30","Robt","male","male"
"7124","Phillips","Monnie L.","DOZIER","Collingsworth",1926,"5","22","Monnie","female","female"
"7125","Caperton","Robt. B.","DOZIER","Collingsworth",1931,"3","18","Robt","male","male"
"7126","Myers","Philo W.","FRESNO","Collingsworth",1889,"7","15","Philo","male","male"
"7127","Pearson","Lillie M.","LILLIE","Collingsworth",1905,"10","30","Lillie","female","female"
"7128","Boss","Marcus L.","LILLIE","Collingsworth",1906,"8","3","Marcus","male","male"
"7129","Painter","Chas. E.","LILLIE","Collingsworth",1907,"12","23","Chas",NA,"male"
"7130","Peeples","Marcus G.","LILLIE","Collingsworth",1908,"8","12","Marcus","male","male"
"7131","Aldridge","Chester","LUTIE","Collingsworth",1909,"9","2","Chester","male","male"
"7132","Pierce","Henry L.","MARELLA","Collingsworth",1905,"5","9","Henry","male","male"
"7133","Leggitt","Kate","PLYMOUTH","Collingsworth",1903,"3","4","Kate","female","female"
"7134","Leggitt","Jas. E.","PLYMOUTH","Collingsworth",1912,"1","22","Jas",NA,"male"
"7135","Westfall","Ed. D.","PLYMOUTH","Collingsworth",1913,"12","22","Ed","male","male"
"7136","Riley","Wm. H.","PLYMOUTH","Collingsworth",1916,"4","1","Wm",NA,"male"
"7137","Wilson","Sam","QUAIL","Collingsworth",1902,"7","7","Sam","male","male"
"7138","Glenn","T. A.","QUAIL","Collingsworth",1904,"2","3","T","male","male"
"7139","Wilson","Sam","QUAIL","Collingsworth",1902,"7","7","Sam","male","male"
"7140","Dorsey","John H.","QUAIL","Collingsworth",1905,"2","24","John","male","male"
"7141","Weldon","Ada","QUAIL","Collingsworth",1906,"6","9","Ada","female","female"
"7142","Graham","Wesley","QUAIL","Collingsworth",1906,"9","24","Wesley","male","male"
"7143","Graham","Ada","QUAIL","Collingsworth",1907,"4","3","Ada","female","female"
"7144","Guinn","Annie B.","QUAIL","Collingsworth",1911,"7","10","Annie","female","female"
"7145","Willingham","Martha E.","QUAIL","Collingsworth",1918,"8","23","Martha","female","female"
"7146","Guinn","Annie B.","QUAIL","Collingsworth",1924,"10","1","Annie","female","female"
"7147","Parker","Jas. B.","QUAIL","Collingsworth",1931,"6","9","Jas",NA,"male"
"7148","Fincher","John F.","RING","Collingsworth",1906,"7","28","John","male","male"
"7149","Shaffer","Adelaide","RING","Collingsworth",1907,"2","5","Adelaide","female","female"
"7150","Fincher","John F.","RING","Collingsworth",1908,"2","1","John","male","male"
"7151","Busby","Sarah A.","RING","Collingsworth",1910,"3","2","Sarah","female","female"
"7152","Smith","Jas. A.","ROLLA","Collingsworth",1894,"6","29","Jas",NA,"male"
"7153","Wells","Jas. O.","ROLLA","Collingsworth",1907,"4","5","Jas",NA,"male"
"7154","Hamilton","Wm. W.","SHINNERY","Collingsworth",1897,"9","16","Wm",NA,"male"
"7155","Barton","Carrie M.","WELLINGTON","Collingsworth",1891,"1","9","Carrie","female","female"
"7156","Isbell","John M.","WELLINGTON","Collingsworth",1893,"9","23","John","male","male"
"7157","Hamilton","Jas. F.","WELLINGTON","Collingsworth",1897,"12","11","Jas",NA,"male"
"7158","Butterworth","Robt. H.","WELLINGTON","Collingsworth",1898,"5","3","Robt","male","male"
"7159","Arnold","Jas. A.","WELLINGTON","Collingsworth",1900,"1","12","Jas",NA,"male"
"7160","Glenn","Chas. J.","WELLINGTON","Collingsworth",1904,"5","31","Chas",NA,"male"
"7161","Arnold","Nathan W.","WELLINGTON","Collingsworth",1905,"4","4","Nathan","male","male"
"7162","Kirby","Wm. B.","WELLINGTON","Collingsworth",1905,"11","8","Wm",NA,"male"
"7163","Durham","T.","WELLINGTON","Collingsworth",1913,"4","28","T","male","male"
"7164","Wood","J. O.","WELLINGTON","Collingsworth",1916,"8","7","J","male","male"
"7165","Arnold","Wade","WELLINGTON","Collingsworth",1922,"1","25","Wade","male","male"
"7166","Young","John M.","WYANDOTTE","Collingsworth",1907,"4","27","John","male","male"
"7167","Cunningham","Leander C.","ALLEYTON","Colorado",1860,"6","29","Leander","male","male"
"7168","Cunningham","L. C.","ALLEYTON","Colorado",1861,"7","12","L","male","male"
"7169","Garrels","Louis","ALLEYTON","Colorado",1864,"11","15","Louis","male","male"
"7170","Holmes","J. C.","ALLEYTON","Colorado",1865,"3","18","J","male","male"
"7171","Drew","Harrison C.","ALLEYTON","Colorado",1865,"10","18","Harrison","male","male"
"7172","Thompson","Jas. W.","ALLEYTON","Colorado",1871,"11","15","Jas",NA,"male"
"7173","Cook","A. J.","ALLEYTON","Colorado",1875,"12","17","A","male","male"
"7174","Thompson","Mrs. Lina","ALLEYTON","Colorado",1876,"3","7","Lina","female","female"
"7175","Neal","Walter A.","ALLEYTON","Colorado",1891,"10","3","Walter","male","male"
"7176","Walton","Geo. S.","ALLEYTON","Colorado",1894,"7","25","Geo","male","male"
"7177","Peickard","Mrs. Julia","ALLEYTON","Colorado",1897,"6","24","Julia","female","female"
"7178","Coleman","Julia","ALLEYTON","Colorado",1906,"7","30","Julia","female","female"
"7179","Henicke","Louise","ALLEYTON","Colorado",1909,"9","29","Louise","female","female"
"7180","Kretzschmar","Arno","ALLEYTON","Colorado",1919,"12","27","Arno","male","male"
"7181","West","John S.","ALTAIR","Colorado",1890,"9","19","John","male","male"
"7182","Howland","Clarence D.","ALTAIR","Colorado",1890,"11","24","Clarence","male","male"
"7183","Schneider","Paul","ALTAIR","Colorado",1898,"4","15","Paul","male","male"
"7184","Vogelsang","Minnie","ALTAIR","Colorado",1905,"9","25","Minnie","female","female"
"7185","Vogelsang","John H.","ALTAIR","Colorado",1908,"8","5","John","male","male"
"7186","Seaborn","Benj. F.","ALTAIR","Colorado",1914,"11","28","Benj","male","male"
"7187","Vogelsang","John H.","ALTAIR","Colorado",1919,"7","21","John","male","male"
"7188","Akerman","Max L.","ALTAIR","Colorado",1921,"11","8","Max","male","male"
"7189","Walker","Lizetta","ALTAIR","Colorado",1927,"9","13","Lizetta","female","female"
"7190","Franz","Emilie","BERNARDO","Colorado",1898,"12","13","Emilie","female","female"
"7191","Colley","Shad T.","BERNARDO","Colorado",1900,"9","13","Shad","male","male"
"7192","Weigel","Herman","BERNARDO","Colorado",1909,"12","10","Herman","male","male"
"7193","Reitz","Willie L.","BERNARDO","Colorado",1912,"8","29","Willie","male","male"
"7194","Witte","Louis","BERNARDO","Colorado",1913,"4","26","Louis","male","male"
"7195","Hemske? Jr.","Eddy A.","BERNARDO","Colorado",1915,"10","29","Eddy","male","male"
"7196","Braden Jr.","Antone","BERNARDO PRAIRIE","Colorado",1875,"1","7","Antone","male","male"
"7197","McBride","Andrew","BERNARDO PRAIRIE","Colorado",1888,"8","13","Andrew","male","male"
"7198","Braden Jr.","Anton","BERNARDO PRAIRIE","Colorado",1889,"6","17","Anton","male","male"
